star_rating,review_body
1,Different but fun to watch
1,Great series!  Love the characters and era.
1,Not as good as the first... still enjoyed it ...no John Cusack either...
1,Superb and awesome series!
0,Boring!
1,Not bad entertaining enough like it
1,It is so fantastic and such a comedic show.  It keeps me laughing all the time.  I love Amazon Prime.
1,So stinking good.
1,"Great stories, great acting and good chemistry between majors.  I would not miss one episode."
1,Amazing show I just love it great story line and the endings are usually really good to!!!
1,A fun movie and a good story.
1,Great movie
1,"This is an incredibly well-written, artfully done show. It is thrilling, suspenseful, and eerily beautiful. However, it is not for the faint of heart (I &#34;watched&#34; several scenes with my hand over my eyes). The acting is superb and unlike anything I have ever seen before on network tv."
1,Pac Man is a remarkable man and fighter. I love watching him fight and this is a great documentary.
1,Great
1,Ok
1,"Excellent actors, and a lovely premise. But this could have been better. It was enjoyable, but light."
1,I love this show.
1,"This show is so funny! The characters are likable, too, which is a nice change from a lot of the new shows today."
1,Very entertaining
1,"Thoughts was a good movie, good acting and a very good story line"
1,It's great.
1,"Great movie, great story.  Apparently Sy is now dancing in the Carolinas.  I really enjoyed it, worth your time to watch."
1,I enjoyed it.
1,Excellent movie. It's the type of movie that is fun from start to end but makes you think about your own tolerance of others. Enlightening without having to be preachy.
1,Huge fan of survivor
1,The show is great even if you don't agree with every word.
1,Very funny. I binge watched the entire first season!
1,Great show. Im hooked!
1,We LOVE SpongeBob!!
1,"Funny, fresh, poignant at times. Not your ordinary series, and I like that!"
1,Very well directed movie.  We would definitely recommend it.
1,"Superb layered writing and acting. Bill Nighy and especially, Judy Davis, were superb."
1,Great story with very good casting.  Sorry to see it end.  Very current on news stories covered.
1,This show is stellar through and through! Can't wait for the full season!!
1,Okay season but may have gone on too long.
1,good story. learned some things
1,Awesome
1,Could be great..<br />Guess we'll see
1,It was ok
1,"Not many hangups with the show, except one - Tanya has got to mature, she is driving me nuts."
1,My 9 year old loves this show! Watching it every chance she gets.
1,"Awesome, great, and one of a kind."
0,Crazy movie.
0,This movie is great if you think being vulgar is funny.
0,"Thought it had bad acting, I couldn't watch it. Just my opinion though."
0,Thought some of the subject matter was fake.
0,Bad.  It's just bad.  Couldn't get through more than about 20 minutes.
1,"Amazing, still, after all this time. Robin Williams steals the show."
1,great movie
1,"I love the show and I can't always watch on day it comes out, so being able to watch on amazon is awesome and greatly convenient"
0,"had to shut it off after 20 minutes, because it was just going nowhere and making no sense to me..."
1,Awesone show..highly recommended
1,Excellant show!! Luv it.
1,enjoyed the show
1,"This was a fun and engaging series. The story line was far-fetched, but I enjoyed the ride. I would recommend to Prime users......it's a great rainy day distraction"
1,Keeps my four and a half year old engaged! It also gives us great craft ideas to do after every show!
1,"One of those shows that makes you think about subscribing to HBO, not that it's on anymore."
1,I loved this movie.. if you are a book lover or writer you will even love it more!<br />I just wish there was more of an end but isnt that the case with a lot of books and movies?
1,I gave this flick a 5 for it being unique and still interesting
1,Totally addicted.
1,The greatest of all time!
1,Incredible documentary details the patience and perseverance applied in the solving of one of art's enduring mysteries...and the solution provided seems the only logical answer!  Just how did Vermeer do it?
1,Funny!
1,"My 3-year-old son usually only likes scary things like Scooby Doo, and I know that's my fault but when I showed him one episode I never thought he would be obsessed with it.  Cut to about a month ago when we discovered Team UmiZoomi! He is obsessed! It is so educational and I never have to cringe while he's watching it.  Thank you Amazon Prime for providing this great show for my boy to watch!"
1,Love this show.  The twist and turns are never expected ahead of time which is great. I don't like guessing the outcome of a show because then I'm wasting time watching it.
1,The Original better then I remember.
1,Much better than expected based on the promo material ... Especially the photo
1,"The characters are interesting and the possibilities are......so as long as the writers keep coming up with new and creative paths, the actors for the most part carry on with their craft I will keep watching."
1,"A very god movie, 4 stars if in color 5 stars"
1,"After watching several seasons, the &#34;review&#34; of season 1 was interesting. I recall watching some of these but only developed and interest later."
1,"I read the late Philip K Dick's original novel the year I graduated from High School (1978) and have been waiting to reread it, but now that novel has been turned into a series for at least one season, I'll have to reread The Man in the High Castle before the season begins in November 2015.  From this pilot, I can see that many changes have been made, but they were necessary if the basic premise is to be presented as a series that might run multiple seasons.  Pop radio in this alternative 1962 sounds like from the 1940s in the Nazi-occupied portion of the former USA.  Thus, Rock and Roll never got going, and I suspect there will be no Beatlemania in this alternative timeline's 1964.<br /><br />Yes, and I sure hope I got caught in the Pacific States of America, which is the same way I felt after reading the novel so many years ago.  My teenage boys and I are looking forward to watching the coming season.  Nazi technology versus Japanese wisdom plus the Chinese I Ching should be a delightful secondary subplot, as we learn more about the Man in the High Castle and whether or not he can remain safe from the those who would like to see him silenced.  Guess who won World War II in the original novel, as determined by the I Ching.  We're looking forward to see what the producer will do with that plot element."
